Target_id,Gene_symbol,Gene_alias_name,Protein_name,Type_of_gene,TTD_target_type,Organism,Taxonomy_id ,Map_location,Chromosome,Entrez_id,OMIM_id,HGNC_id,Ensembl_id,MGI_id,TTD_id
HBTAR003409,ARID4A,RBBP-1; RBBP1; RBP-1; RBP1,AT-rich interaction domain 4A,protein-coding,NA,Homo sapiens,9606,14q23.1,14,5926,180201,9885,ENSG00000032219,NA,NA
HBTAR003410,KDM5A,RBBP-2; RBBP2; RBP2,lysine demethylase 5A,protein-coding,Research target,Homo sapiens,9606,12p13.33,12,5927,180202,9886,ENSG00000073614,NA,T28052
HBTAR003411,RBBP4,NURF55; RBAP48; lin-53,"RB binding protein 4, chromatin remodeling factor",protein-coding,NA,Homo sapiens,9606,1p35.1,1,5928,602923,9887,ENSG00000162521,NA,NA
HBTAR003412,RBBP5,RBQ3; SWD1,"RB binding protein 5, histone lysine methyltransferase complex subunit",protein-coding,NA,Homo sapiens,9606,1q32.1,1,5929,600697,9888,ENSG00000117222,NA,NA
HBTAR003413,RBBP6,MY038; P2P-R; PACT; RBQ-1; SNAMA,"RB binding protein 6, ubiquitin ligase",protein-coding,NA,Homo sapiens,9606,16p12.1,16,5930,600938,9889,ENSG00000122257,NA,NA
HBTAR003414,RBBP7,RbAp46,"RB binding protein 7, chromatin remodeling factor",protein-coding,NA,Homo sapiens,9606,Xp22.2,X,5931,300825,9890,ENSG00000102054,NA,NA
HBTAR003415,RBBP8,COM1; CTIP; JWDS; RIM; SAE2; SCKL2,"RB binding protein 8, endonuclease",protein-coding,NA,Homo sapiens,9606,18q11.2,18,5932,604124,9891,ENSG00000101773,NA,NA
HBTAR003416,RBL1,CP107; PRB1; p107,RB transcriptional corepressor like 1,protein-coding,NA,Homo sapiens,9606,20q11.23,20,5933,116957,9893,ENSG00000080839,NA,NA
HBTAR003417,RBL2,P130; Rb2,RB transcriptional corepressor like 2,protein-coding,NA,Homo sapiens,9606,16q12.2,16,5934,180203,9894,ENSG00000103479,NA,NA
HBTAR003418,RBM3,IS1-RNPL; RNPL,RNA binding motif protein 3,protein-coding,NA,Homo sapiens,9606,Xp11.23,X,5935,300027,9900,ENSG00000102317,NA,NA
HBTAR003419,RBM4,LARK; RBM4A; ZCCHC21; ZCRB3A,RNA binding motif protein 4,protein-coding,NA,Homo sapiens,9606,11q13.2,11,5936,602571,9901,ENSG00000173933,NA,NA
HBTAR003420,RBMS1,C2orf12; HCC-4; MSSP; MSSP-1; MSSP-2; MSSP-3; SCR2; YC1,RNA binding motif single stranded interacting protein 1,protein-coding,NA,Homo sapiens,9606,2q24.2,2,5937,602310,9907,ENSG00000153250,NA,NA
HBTAR003421,RBMS2,SCR3,RNA binding motif single stranded interacting protein 2,protein-coding,NA,Homo sapiens,9606,12q13.3,12,5939,602387,9909,ENSG00000076067,NA,NA
HBTAR003422,RBP1,CRABP-I; CRBP; CRBP1; CRBPI; RBPC,retinol binding protein 1,protein-coding,NA,Homo sapiens,9606,3q23,3,5947,180260,9919,ENSG00000114115,NA,NA
HBTAR003423,RBP2,CRABP-II; CRBP2; CRBPII; RBPC2,retinol binding protein 2,protein-coding,NA,Homo sapiens,9606,3q23,3,5948,180280,9920,ENSG00000114113,NA,NA
HBTAR003424,RBP4,MCOPCB10; RDCCAS,retinol binding protein 4,protein-coding,Research target,Homo sapiens,9606,10q23.33,10,5950,180250,9922,ENSG00000138207,NA,T55703
HBTAR003425,RCN2,E6BP; ERC-55; ERC55; TCBP49,reticulocalbin 2,protein-coding,NA,Homo sapiens,9606,15q24.3,15,5955,602584,9935,ENSG00000117906,NA,NA
HBTAR003426,OPN1LW,CBBM; CBP; COD5; RCP; ROP,"opsin 1, long wave sensitive",protein-coding,NA,Homo sapiens,9606,Xq28,X,5956,300822,9936,ENSG00000102076,NA,NA
HBTAR003427,RCVRN,RCV1,recoverin,protein-coding,Research target,Homo sapiens,9606,17p13.1,17,5957,179618,9937,ENSG00000109047,NA,T76894
HBTAR003428,RDH5,9cRDH; HSD17B9; RDH1; SDR9C5,retinol dehydrogenase 5,protein-coding,NA,Homo sapiens,9606,12q13.2,12,5959,601617,9940,ENSG00000135437,NA,NA
HBTAR003429,RDX,DFNB24,radixin,protein-coding,NA,Homo sapiens,9606,11q22.3,11,5962,179410,9944,ENSG00000137710,NA,NA
HBTAR003430,RECQL,RECQL1; RecQ1,RecQ like helicase,protein-coding,NA,Homo sapiens,9606,12p12.1,12,5965,600537,9948,ENSG00000004700,NA,NA
HBTAR003431,REL,C-Rel,"REL proto-oncogene, NF-kB subunit",protein-coding,Research target,Homo sapiens,9606,2p16.1,2,5966,164910,9954,ENSG00000162924,NA,T22547
HBTAR003432,REG1A,ICRF; P19; PSP; PSPS; PSPS1; PTP; REG,regenerating family member 1 alpha,protein-coding,NA,Homo sapiens,9606,2p12,2,5967,167770,9951,ENSG00000115386,NA,NA
HBTAR003433,REG1B,PSPS2; REGH; REGI-BETA; REGL,regenerating family member 1 beta,protein-coding,NA,Homo sapiens,9606,2p12,2,5968,167771,9952,ENSG00000172023,NA,NA
HBTAR003434,RELA,CMCU; NFKB3; p65,"RELA proto-oncogene, NF-kB subunit",protein-coding,NA,Homo sapiens,9606,11q13.1,11,5970,164014,9955,ENSG00000173039,NA,NA
HBTAR003435,RELB,I-REL; IMD53; IREL; REL-B,"RELB proto-oncogene, NF-kB subunit",protein-coding,NA,Homo sapiens,9606,19q13.32,19,5971,604758,9956,ENSG00000104856,NA,NA
HBTAR003436,REN,HNFJ2,renin,protein-coding,Successful target,Homo sapiens,9606,1q32.1,1,5972,179820,9958,ENSG00000143839,NA,T61622
HBTAR003437,RENBP,RBP; RNBP,renin binding protein,protein-coding,Research target,Homo sapiens,9606,Xq28,X,5973,312420,9959,ENSG00000102032,NA,T24588
HBTAR003438,UPF1,HUPF1; NORF1; RENT1; pNORF1; smg-2,UPF1 RNA helicase and ATPase,protein-coding,NA,Homo sapiens,9606,19p13.11,19,5976,601430,9962,ENSG00000005007,NA,NA
HBTAR003439,REST,DFNA27; GINGF5; HGF5; NRSF; WT6; XBR,RE1 silencing transcription factor,protein-coding,NA,Homo sapiens,9606,4q12,4,5978,600571,9966,ENSG00000084093,NA,NA
HBTAR003440,RET,CDHF12; CDHR16; HSCR1; MEN2A; MEN2B; MTC1; PTC; RET-ELE1,ret proto-oncogene,protein-coding,Successful target,Homo sapiens,9606,10q11.21,10,5979,164761,9967,ENSG00000165731,NA,T60631
HBTAR003441,REV3L,POLZ; REV3,"REV3 like, DNA directed polymerase zeta catalytic subunit",protein-coding,NA,Homo sapiens,9606,6q21,6,5980,602776,9968,ENSG00000009413,NA,NA
HBTAR003442,RFC1,A1; CANVAS; MHCBFB; PO-GA; RECC1; RFC; RFC140,replication factor C subunit 1,protein-coding,NA,Homo sapiens,9606,4p14,4,5981,102579,9969,ENSG00000035928,NA,NA
HBTAR003443,RFC2,RFC40,replication factor C subunit 2,protein-coding,NA,Homo sapiens,9606,7q11.23,7,5982,600404,9970,ENSG00000049541,NA,NA
HBTAR003444,RFC3,RFC38,replication factor C subunit 3,protein-coding,NA,Homo sapiens,9606,13q13.2,13,5983,600405,9971,ENSG00000133119,NA,NA
HBTAR003445,RFC4,A1; RFC37,replication factor C subunit 4,protein-coding,NA,Homo sapiens,9606,3q27.3,3,5984,102577,9972,ENSG00000163918,NA,NA
HBTAR003446,RFC5,RFC36,replication factor C subunit 5,protein-coding,NA,Homo sapiens,9606,12q24.23,12,5985,600407,9973,ENSG00000111445,NA,NA
HBTAR003447,RFNG,NA,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,protein-coding,NA,Homo sapiens,9606,17q25.3,17,5986,602578,9974,ENSG00000169733,NA,NA
HBTAR003448,TRIM27,RFP; RNF76,tripartite motif containing 27,protein-coding,Research target,Homo sapiens,9606,6p22.1,6,5987,602165,9975,ENSG00000204713,NA,T91614
HBTAR003449,RFPL1,RNF78,ret finger protein like 1,protein-coding,NA,Homo sapiens,9606,22q12.2,22,5988,605968,9977,ENSG00000128250,NA,NA
HBTAR003450,RFX3,NA,regulatory factor X3,protein-coding,NA,Homo sapiens,9606,9p24.2,9,5991,601337,9984,ENSG00000080298,NA,NA
HBTAR003451,RFXAP,NA,regulatory factor X associated protein,protein-coding,NA,Homo sapiens,9606,13q13.3,13,5994,601861,9988,ENSG00000133111,NA,NA
HBTAR003452,RGR,RP44,retinal G protein coupled receptor,protein-coding,NA,Homo sapiens,9606,10q23.1,10,5995,600342,9990,ENSG00000148604,NA,NA
HBTAR003453,RGS1,1R20; BL34; HEL-S-87; IER1; IR20,regulator of G protein signaling 1,protein-coding,NA,Homo sapiens,9606,1q31.2,1,5996,600323,9991,ENSG00000090104,NA,NA
HBTAR003454,RGS2,G0S8,regulator of G protein signaling 2,protein-coding,Research target,Homo sapiens,9606,1q31.2,1,5997,600861,9998,ENSG00000116741,NA,T38325
HBTAR003455,RGS3,C2PA; RGP3,regulator of G protein signaling 3,protein-coding,NA,Homo sapiens,9606,9q32,9,5998,602189,9999,ENSG00000138835,NA,NA
HBTAR003456,RGS4,RGP4; SCZD9,regulator of G protein signaling 4,protein-coding,Research target,Homo sapiens,9606,1q23.3,1,5999,602516,10000,ENSG00000117152,NA,T93580
HBTAR003457,RGS7,NA,regulator of G protein signaling 7,protein-coding,NA,Homo sapiens,9606,1q43|1q23.1,1,6000,602517,10003,ENSG00000182901,NA,NA
HBTAR003458,RGS10,NA,regulator of G protein signaling 10,protein-coding,NA,Homo sapiens,9606,10q26.11,10,6001,602856,9992,ENSG00000148908,NA,NA
HBTAR003459,RGS12,NA,regulator of G protein signaling 12,protein-coding,Research target,Homo sapiens,9606,4p16.3,4,6002,602512,9994,ENSG00000159788,NA,T06146
HBTAR003460,RGS13,NA,regulator of G protein signaling 13,protein-coding,NA,Homo sapiens,9606,1q31.2,1,6003,607190,9995,ENSG00000127074,NA,NA
HBTAR003461,RGS16,A28-RGS14; A28-RGS14P; RGS-R,regulator of G protein signaling 16,protein-coding,Research target,Homo sapiens,9606,1q25.3,1,6004,602514,9997,ENSG00000143333,NA,T52888
HBTAR003462,RHEB,RHEB2,"Ras homolog, mTORC1 binding",protein-coding,NA,Homo sapiens,9606,7q36.1,7,6009,601293,10011,ENSG00000106615,NA,NA
HBTAR003463,RHO,CSNBAD1; OPN2; RP4,rhodopsin,protein-coding,Research target,Homo sapiens,9606,3q22.1,3,6010,180380,10012,ENSG00000163914,NA,T10091
HBTAR003464,GRK1,GPRK1; RHOK; RK,G protein-coupled receptor kinase 1,protein-coding,NA,Homo sapiens,9606,13q34,13,6011,180381,10013,ENSG00000185974,NA,NA
HBTAR003465,RLN1,H1; H1RLX; RLXH1; bA12D24.3.1; bA12D24.3.2,relaxin 1,protein-coding,NA,Homo sapiens,9606,9p24.1,9,6013,179730,10026,ENSG00000107018,NA,NA
HBTAR003466,RIT2,RIBA; RIN; ROC2,Ras like without CAAX 2,protein-coding,NA,Homo sapiens,9606,18q12.3,18,6014,609592,10017,ENSG00000152214,NA,NA
HBTAR003467,RING1,RING1A; RNF1,ring finger protein 1,protein-coding,NA,Homo sapiens,9606,6p21.32,6,6015,602045,10018,ENSG00000204227,NA,NA
HBTAR003468,RIT1,NS8; RIBB; RIT; ROC1,Ras like without CAAX 1,protein-coding,NA,Homo sapiens,9606,1q22,1,6016,609591,10023,ENSG00000143622,NA,NA
HBTAR003469,RLBP1,CRALBP,retinaldehyde binding protein 1,protein-coding,NA,Homo sapiens,9606,15q26.1,15,6017,180090,10024,ENSG00000140522,NA,NA
HBTAR003470,RLF,ZN-15L; ZNF292L,RLF zinc finger,protein-coding,NA,Homo sapiens,9606,1p34.2,1,6018,180610,10025,ENSG00000117000,NA,NA
HBTAR003471,RLN2,H2; H2-RLX; RLXH2; bA12D24.1.1; bA12D24.1.2,relaxin 2,protein-coding,NA,Homo sapiens,9606,9p24.1,9,6019,179740,10027,ENSG00000107014,NA,NA
HBTAR003472,RNASE1,RAC1; RIB1; RNS1,"ribonuclease A family member 1, pancreatic",protein-coding,NA,Homo sapiens,9606,14q11.2,14,6035,180440,10044,ENSG00000129538,NA,NA
HBTAR003473,RNASE2,EDN; RAF3; RNS2,ribonuclease A family member 2,protein-coding,NA,Homo sapiens,9606,14q11.2,14,6036,131410,10045,ENSG00000169385,NA,NA
HBTAR003474,RNASE3,ECP; RAF1; RNS3,ribonuclease A family member 3,protein-coding,NA,Homo sapiens,9606,14q11.2,14,6037,131398,10046,ENSG00000169397,NA,NA
HBTAR003475,RNASE4,RAB1; RNS4,ribonuclease A family member 4,protein-coding,NA,Homo sapiens,9606,14q11.2,14,6038,601030,10047,ENSG00000258818,NA,NA
HBTAR003476,RNASEL,PRCA1; RNS4,ribonuclease L,protein-coding,Research target,Homo sapiens,9606,1q25.3,1,6041,180435,10050,ENSG00000135828,NA,T25200
HBTAR003477,RNF2,BAP-1; BAP1; DING; HIPI3; RING1B; RING2,ring finger protein 2,protein-coding,NA,Homo sapiens,9606,1q25.3,1,6045,608985,10061,ENSG00000121481,NA,NA
HBTAR003478,BRD2,BRD2-IT1; D6S113E; FSH; FSRG1; NAT; O27.1.1; RING3; RNF3,bromodomain containing 2,protein-coding,Clinical Trial target,Homo sapiens,9606,6p21.32,6,6046,601540,1103,ENSG00000204256,NA,T86399
HBTAR003479,RNF4,RES4-26; SLX5; SNURF,ring finger protein 4,protein-coding,NA,Homo sapiens,9606,4p16.3,4,6047,602850,10067,ENSG00000063978,NA,NA
HBTAR003480,RNF5,RING5; RMA1,ring finger protein 5,protein-coding,NA,Homo sapiens,9606,6p21.32,6,6048,602677,10068,ENSG00000204308,NA,NA
HBTAR003481,RNF6,NA,ring finger protein 6,protein-coding,Research target,Homo sapiens,9606,13q12.13,13,6049,604242,10069,ENSG00000127870,NA,T92105
HBTAR003482,RNH1,RAI; RNH,ribonuclease/angiogenin inhibitor 1,protein-coding,NA,Homo sapiens,9606,11p15.5,11,6050,173320,10074,ENSG00000023191,NA,NA
HBTAR003483,RNPEP,AP-B; APB,arginyl aminopeptidase,protein-coding,Research target,Homo sapiens,9606,1q32.1,1,6051,602675,10078,ENSG00000176393,NA,T57818
HBTAR003484,ABCE1,ABC38; OABP; RLI; RLI1; RNASEL1; RNASELI; RNS4I,ATP binding cassette subfamily E member 1,protein-coding,NA,Homo sapiens,9606,4q31.21,4,6059,601213,69,ENSG00000164163,NA,NA
HBTAR003485,ROBO1,DUTT1; SAX3,roundabout guidance receptor 1,protein-coding,Research target,Homo sapiens,9606,3p12.3,3,6091,602430,10249,ENSG00000169855,NA,T72944
HBTAR003486,ROCK1,P160ROCK; ROCK-I,Rho associated coiled-coil containing protein kinase 1,protein-coding,Successful target,Homo sapiens,9606,18q11.1,18,6093,601702,10251,ENSG00000067900,NA,T51282
HBTAR003487,ROM1,ROM; ROSP1; RP7; TSPAN23,retinal outer segment membrane protein 1,protein-coding,NA,Homo sapiens,9606,11q12.3,11,6094,180721,10254,ENSG00000149489,NA,NA
HBTAR003488,RORA,IDDECA; NR1F1; ROR1; ROR2; ROR3; RZR-ALPHA; RZRA,RAR related orphan receptor A,protein-coding,Research target,Homo sapiens,9606,15q22.2,15,6095,600825,10258,ENSG00000069667,NA,T43206
HBTAR003489,RORB,EIG15; NR1F2; ROR-BETA; RZR-BETA; RZRB; bA133M9.1,RAR related orphan receptor B,protein-coding,Research target,Homo sapiens,9606,9q21.13,9,6096,601972,10259,ENSG00000198963,NA,T48812
HBTAR003490,RORC,IMD42; NR1F3; RORG; RZR-GAMMA; RZRG; TOR,RAR related orphan receptor C,protein-coding,Clinical Trial target,Homo sapiens,9606,1q21.3,1,6097,602943,10260,ENSG00000143365,NA,T25307
HBTAR003491,ROS1,MCF3; ROS; c-ros-1,"ROS proto-oncogene 1, receptor tyrosine kinase",protein-coding,Successful target,Homo sapiens,9606,6q22.1,6,6098,165020,10261,ENSG00000047936,NA,T69128
HBTAR003492,RP1,DCDC4A; ORP1,RP1 axonemal microtubule associated,protein-coding,NA,Homo sapiens,9606,8q11.23-q12.1,8,6101,603937,10263,ENSG00000104237,NA,NA
HBTAR003493,RPGR,COD1; CORDX1; CRD; PCDX; RP15; RP3; XLRP3; orf15,retinitis pigmentosa GTPase regulator,protein-coding,NA,Homo sapiens,9606,Xp11.4,X,6103,312610,10295,ENSG00000156313,NA,NA
HBTAR003494,RPA1,HSSB; MST075; REPA1; RF-A; RP-A; RPA70,replication protein A1,protein-coding,NA,Homo sapiens,9606,17p13.3,17,6117,179835,10289,ENSG00000132383,NA,NA
HBTAR003495,RPA2,REPA2; RP-A p32; RP-A p34; RPA32,replication protein A2,protein-coding,NA,Homo sapiens,9606,1p35.3,1,6118,179836,10290,ENSG00000117748,NA,NA
HBTAR003496,RPA3,REPA3; RP-A p14,replication protein A3,protein-coding,NA,Homo sapiens,9606,7p21.3,7,6119,179837,10291,ENSG00000106399,NA,NA
HBTAR003497,RPE,RPE2-1,ribulose-5-phosphate-3-epimerase,protein-coding,NA,Homo sapiens,9606,2q34,2,6120,180480,10293,ENSG00000197713,NA,NA
HBTAR003498,RPE65,BCO3; LCA2; RP20; mRPE65; p63; rd12; sRPE65,retinoid isomerohydrolase RPE65,protein-coding,Clinical Trial target,Homo sapiens,9606,1p31.3,1,6121,180069,10294,ENSG00000116745,NA,T17502
HBTAR003499,RPL3,ASC-1; L3; TARBP-B,ribosomal protein L3,protein-coding,NA,Homo sapiens,9606,22q13.1,22,6122,604163,10332,ENSG00000100316,NA,NA
HBTAR003500,RPL3L,NA,ribosomal protein L3 like,protein-coding,NA,Homo sapiens,9606,16p13.3,16,6123,617416,10351,ENSG00000140986,NA,NA
HBTAR003501,RPL4,L4,ribosomal protein L4,protein-coding,NA,Homo sapiens,9606,15q22.31,15,6124,180479,10353,ENSG00000174444,NA,NA
HBTAR003502,RPL5,L5; MSTP030; PPP1R135; uL18,ribosomal protein L5,protein-coding,NA,Homo sapiens,9606,1p22.1,1,6125,603634,10360,ENSG00000122406,NA,NA
HBTAR003503,RPL6,L6; SHUJUN-2; TAXREB107; TXREB1,ribosomal protein L6,protein-coding,NA,Homo sapiens,9606,12q24.13,12,6128,603703,10362,ENSG00000089009,NA,NA
HBTAR003504,RPL7,L7; humL7-1,ribosomal protein L7,protein-coding,NA,Homo sapiens,9606,8q21.11,8,6129,604166,10363,ENSG00000147604,NA,NA
HBTAR003505,RPL7A,L7A; SURF3; TRUP,ribosomal protein L7a,protein-coding,NA,Homo sapiens,9606,9q34.2,9,6130,185640,10364,ENSG00000148303,NA,NA
HBTAR003506,RPL8,L8,ribosomal protein L8,protein-coding,NA,Homo sapiens,9606,8q24.3,8,6132,604177,10368,ENSG00000161016,NA,NA
HBTAR003507,RPL9,L9; NPC-A-16,ribosomal protein L9,protein-coding,NA,Homo sapiens,9606,4p14,4,6133,603686,10369,ENSG00000163682,NA,NA
HBTAR003508,RPL10,AUTSX5; DXS648; DXS648E; L10; MRXS35; NOV; QM,ribosomal protein L10,protein-coding,NA,Homo sapiens,9606,Xq28,X,6134,312173,10298,ENSG00000147403,NA,NA
HBTAR003509,RPL11,DBA7; GIG34; L11; uL5,ribosomal protein L11,protein-coding,NA,Homo sapiens,9606,1p36.11,1,6135,604175,10301,ENSG00000142676,NA,NA
HBTAR003510,RPL12,L12,ribosomal protein L12,protein-coding,NA,Homo sapiens,9606,9q33.3,9,6136,180475,10302,ENSG00000197958,NA,NA
HBTAR003511,RPL15,DBA12; EC45; L15; RPL10; RPLY10; RPYL10,ribosomal protein L15,protein-coding,Research target,Homo sapiens,9606,3p24.2,3,6138,604174,10306,ENSG00000174748,NA,T73230
HBTAR003512,RPL17,L17; PD-1; RPL23,ribosomal protein L17,protein-coding,NA,Homo sapiens,9606,18q21.1,18,6139,603661,10307,ENSG00000265681,NA,NA
HBTAR003513,RPL18,DBA18; L18,ribosomal protein L18,protein-coding,NA,Homo sapiens,9606,19q13.33,19,6141,604179,10310,ENSG00000063177,NA,NA
HBTAR003514,RPL18A,L18A,ribosomal protein L18a,protein-coding,NA,Homo sapiens,9606,19p13.11,19,6142,604178,10311,ENSG00000105640,NA,NA
HBTAR003515,RPL19,L19,ribosomal protein L19,protein-coding,NA,Homo sapiens,9606,17q12,17,6143,180466,10312,ENSG00000108298,NA,NA
HBTAR003516,RPL21,HYPT12; L21,ribosomal protein L21,protein-coding,NA,Homo sapiens,9606,13q12.2,13,6144,603636,10313,ENSG00000122026,NA,NA
HBTAR003517,RPL23A,L23A; MDA20,ribosomal protein L23a,protein-coding,NA,Homo sapiens,9606,17q11.2,17,6147,602326,10317,ENSG00000198242,NA,NA
HBTAR003518,MRPL23,L23MRP; RPL23; RPL23L,mitochondrial ribosomal protein L23,protein-coding,NA,Homo sapiens,9606,11p15.5,11,6150,600789,10322,ENSG00000214026,NA,NA
HBTAR003519,RPL24,HEL-S-310; L24,ribosomal protein L24,protein-coding,NA,Homo sapiens,9606,3q12.3,3,6152,604180,10325,ENSG00000114391,NA,NA
HBTAR003520,RPL26,DBA11; L26,ribosomal protein L26,protein-coding,NA,Homo sapiens,9606,17p13.1,17,6154,603704,10327,ENSG00000161970,NA,NA
HBTAR003521,RPL27,DBA16; L27,ribosomal protein L27,protein-coding,NA,Homo sapiens,9606,17q21.31,17,6155,607526,10328,ENSG00000131469,NA,NA
HBTAR003522,RPL27A,L27A,ribosomal protein L27a,protein-coding,NA,Homo sapiens,9606,11p15.4,11,6157,603637,10329,ENSG00000166441,NA,NA
HBTAR003523,RPL31,L31,ribosomal protein L31,protein-coding,NA,Homo sapiens,9606,2q11.2,2,6160,617415,10334,ENSG00000071082,NA,NA
HBTAR003524,RPL32,L32; PP9932,ribosomal protein L32,protein-coding,NA,Homo sapiens,9606,3p25.2,3,6161,NA,10336,ENSG00000144713,NA,NA
HBTAR003525,RPL34,L34,ribosomal protein L34,protein-coding,NA,Homo sapiens,9606,4q25,4,6164,616862,10340,ENSG00000109475,NA,NA
HBTAR003526,RPL35A,DBA5; L35A; eL33,ribosomal protein L35a,protein-coding,NA,Homo sapiens,9606,3q29,3,6165,180468,10345,ENSG00000182899,NA,NA
HBTAR003527,RPL36AL,RPL36A,ribosomal protein L36a like,protein-coding,NA,Homo sapiens,9606,14q21.3,14,6166,180469,10346,ENSG00000165502,NA,NA
HBTAR003528,RPL37A,L37A,ribosomal protein L37a,protein-coding,NA,Homo sapiens,9606,2q35,2,6168,613314,10348,ENSG00000197756,NA,NA
HBTAR003529,RPL38,L38,ribosomal protein L38,protein-coding,NA,Homo sapiens,9606,17q25.1,17,6169,604182,10349,ENSG00000172809,NA,NA
HBTAR003530,RPL39,L39; RPL39P42; RPL39_23_1806,ribosomal protein L39,protein-coding,NA,Homo sapiens,9606,Xq24,X,6170,300899,10350,ENSG00000198918,NA,NA
HBTAR003531,RPL41,L41,ribosomal protein L41,protein-coding,NA,Homo sapiens,9606,12q13.2,12,6171,613315,10354,ENSG00000229117,NA,NA
HBTAR003532,RPL36A,L36A; L44L; MIG6; RPL44,ribosomal protein L36a,protein-coding,NA,Homo sapiens,9606,Xq22.1,X,6173,300902,10359,ENSG00000241343,NA,NA
HBTAR003533,RPLP0,L10E; LP0; P0; PRLP0; RPP0,ribosomal protein lateral stalk subunit P0,protein-coding,NA,Homo sapiens,9606,12q24.23,12,6175,180510,10371,ENSG00000089157,NA,NA
HBTAR003534,RPLP1,LP1; P1; RPP1,ribosomal protein lateral stalk subunit P1,protein-coding,NA,Homo sapiens,9606,15q23,15,6176,180520,10372,ENSG00000137818,NA,NA
HBTAR003535,RPLP2,D11S2243E; LP2; P2; RPP2,ribosomal protein lateral stalk subunit P2,protein-coding,NA,Homo sapiens,9606,11p15.5,11,6181,180530,10377,ENSG00000177600,NA,NA
HBTAR003536,MRPL12,5c5-2; L12mt; MRP-L31/34; MRPL7; MRPL7/L12; RPML12,mitochondrial ribosomal protein L12,protein-coding,NA,Homo sapiens,9606,17q25.3,17,6182,602375,10378,ENSG00000262814,NA,NA
HBTAR003537,MRPS12,MPR-S12; MT-RPS12; RPMS12; RPS12; RPSM12,mitochondrial ribosomal protein S12,protein-coding,NA,Homo sapiens,9606,19q13.2,19,6183,603021,10380,ENSG00000128626,NA,NA
HBTAR003538,RPN1,OST1; RBPH1,ribophorin I,protein-coding,NA,Homo sapiens,9606,3q21.3,3,6184,180470,10381,ENSG00000163902,NA,NA
HBTAR003539,RPS2,LLREP3; S2,ribosomal protein S2,protein-coding,NA,Homo sapiens,9606,16p13.3,16,6187,603624,10404,ENSG00000140988,NA,NA
HBTAR003540,RPS3,S3,ribosomal protein S3,protein-coding,NA,Homo sapiens,9606,11q13.4,11,6188,600454,10420,ENSG00000149273,NA,NA
HBTAR003541,RPS3A,FTE1; MFTL; S3A,ribosomal protein S3A,protein-coding,NA,Homo sapiens,9606,4q31.3,4,6189,180478,10421,ENSG00000145425,NA,NA
HBTAR003542,RPS4X,CCG2; DXS306; RPS4; S4; SCAR; SCR10,ribosomal protein S4 X-linked,protein-coding,NA,Homo sapiens,9606,Xq13.1,X,6191,312760,10424,ENSG00000198034,NA,NA
HBTAR003543,RPS4Y1,RPS4Y; S4,ribosomal protein S4 Y-linked 1,protein-coding,NA,Homo sapiens,9606,Yp11.2,Y,6192,470000,10425,ENSG00000129824,NA,NA
HBTAR003544,RPS5,S5,ribosomal protein S5,protein-coding,NA,Homo sapiens,9606,19q13.43,19,6193,603630,10426,ENSG00000083845,NA,NA
HBTAR003545,RPS6,S6,ribosomal protein S6,protein-coding,NA,Homo sapiens,9606,9p22.1,9,6194,180460,10429,ENSG00000137154,NA,NA
HBTAR003546,RPS6KA1,HU-1; MAPKAPK1; MAPKAPK1A; RSK; RSK1; p90Rsk,ribosomal protein S6 kinase A1,protein-coding,Patented target,Homo sapiens,9606,1p36.11,1,6195,601684,10430,ENSG00000117676,NA,T83202
HBTAR003547,RPS6KA2,HU-2; MAPKAPK1C; RSK; RSK3; S6K-alpha; S6K-alpha2; p90-RSK3; p90RSK2; pp90RSK3,ribosomal protein S6 kinase A2,protein-coding,Patented target,Homo sapiens,9606,6q27,6,6196,601685,10431,ENSG00000071242,NA,T28043
HBTAR003548,RPS6KA3,CLS; HU-3; ISPK-1; MAPKAPK1B; MRX19; RSK; RSK2; S6K-alpha3; p90-RSK2; pp90RSK2,ribosomal protein S6 kinase A3,protein-coding,Patented target,Homo sapiens,9606,Xp22.12,X,6197,300075,10432,ENSG00000177189,NA,T03279
HBTAR003549,RPS6KB1,PS6K; S6K; S6K-beta-1; S6K1; STK14A; p70 S6KA; p70(S6K)-alpha; p70-S6K; p70-alpha,ribosomal protein S6 kinase B1,protein-coding,Clinical Trial target,Homo sapiens,9606,17q23.1,17,6198,608938,10436,ENSG00000108443,NA,T94479
HBTAR003550,RPS6KB2,KLS; P70-beta; P70-beta-1; P70-beta-2; S6K-beta2; S6K2; S6KB; S6KI(2); S6Kbeta; SRK; STK14B; p70(S6K)-beta; p70S6Kb,ribosomal protein S6 kinase B2,protein-coding,NA,Homo sapiens,9606,11q13.2,11,6199,608939,10437,ENSG00000175634,NA,NA
HBTAR003551,RPS7,DBA8; S7; eS7,ribosomal protein S7,protein-coding,NA,Homo sapiens,9606,2p25.3,2,6201,603658,10440,ENSG00000171863,NA,NA
HBTAR003552,RPS8,S8,ribosomal protein S8,protein-coding,NA,Homo sapiens,9606,1p34.1,1,6202,600357,10441,ENSG00000142937,NA,NA
HBTAR003553,RPS9,S9,ribosomal protein S9,protein-coding,NA,Homo sapiens,9606,19q13.42,19,6203,603631,10442,ENSG00000170889,NA,NA
HBTAR003554,RPS10,DBA9; S10,ribosomal protein S10,protein-coding,NA,Homo sapiens,9606,6p21.31,6,6204,603632,10383,ENSG00000124614,NA,NA
