Herb_ID,Herb_cn_name,chp_status,chp_detail_url,chp_filled_fields,chp_message,dayi_status,dayi_detail_url,dayi_filled_fields,dayi_message
HERB002045,龟板胶,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002049,桂花,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002044,龟板,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002043,光枝勾儿茶,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002050,龟甲,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002047,桂丁,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002052,鬼箭羽,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002051,鬼箭锦鸡儿,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002053,鬼箭羽,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002054,鬼臼,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002055,鬼毛针,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002058,桂皮油,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002056,桂皮,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002057,桂皮钓樟,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002061,鬼针草,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002059,圭亚那钩藤,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002063,贵州獐牙菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002062,桂枝,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002066,桂子,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002060,桧叶,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002064,桂竹糖芥,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002067,过江龙,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002065,桂竹香,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002072,蛤蟆油,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002068,过路黄,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002069,果香菊,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002075,哈市山梗菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002073,哈市罗汉松,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002078,海滨柳穿鱼,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002076,海巴戟,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002082,海带,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002079,海滨萝芙木,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002081,海葱,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002084,海岛棉,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002085,孩儿茶,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002083,海带根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002086,孩儿参,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002087,海风藤,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002088,海浮石,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002089,海蛤壳,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002090,海狗肾,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002092,海红豆,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002091,海龟,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002095,海韭菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002096,海龙,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002099,海南哥纳香,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002097,海马,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002094,海金沙,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002102,海南萝芙木,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002098,海南粗榧,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002100,海南狗牙花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002104,海南青牛胆,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002101,海南樫木,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002103,海南买麻藤,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002106,海南野扇花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002107,海泥钩枝藤,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002111,海参,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002108,海螵蛸,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002109,氦气,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002105,海南砂仁,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002114,海狮,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002110,海人草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002118,海桐,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002119,海桐皮,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002115,狗牙花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002120,海豚鱼,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002116,海松子,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002112,海参肠,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002117,海棠果,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002126,海藻,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=466,,matched page but chp target columns already had values,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002125,海罂粟,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002128,旱菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002129,汉城细辛,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002127,海州骨碎补,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002131,旱莲草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002132,旱莲花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002130,汉防己,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002133,旱麦瓶草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002140,旱生香茶菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002136,旱芹变种,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002135,旱芹,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002137,韩瑞五味子,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002144,含羞草,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002141,寒食,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002139,旱生卷柏,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002142,寒水石,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002138,汉三七,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002143,韩信草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002145,杭白芷,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002147,杭菊,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002148,杭芍,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002149,蒿本,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002146,杭矾,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002150,好望角芦荟,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002157,荷包地不容,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002151,好望角罗汉松,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002154,河岸狗肝菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002158,荷包牡丹根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002159,河北杨,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002160,和草香豌豆,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002161,鹤草芽,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002162,禾草叶佳贝防风,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002182,鹤虱,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=599,UsePart,,skipped_no_remaining_blank_fields,,,
HERB002167,核果状补骨脂,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002164,荷梗,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002165,河谷地不容,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002168,荷花,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002166,核果粗榧,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002169,荷花雪莲,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002170,荷花延龄草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002173,合欢皮,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002174,和卡尼亚黄杨,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002171,荷花玉兰,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002172,合欢花,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=222,Properties|Meridians,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002178,河南唐松草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002177,和木瓜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002175,荷兰种植番红花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002180,褐绒盖牛肝菌,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002181,褐色钟花树,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002189,核桃仁,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=439,Properties|Meridians,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002185,何首乌,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002193,禾叶风毛菊,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002186,河蒴荛花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002183,鹤虱风,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002191,荷叶,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002194,诃子,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002190,河豚,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002198,黑百合,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002192,荷叶蒂,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002196,诃子叶,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002199,黑白简木,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002201,黑柴胡,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002195,诃子核,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002200,黑茶表,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002184,鹤氏唐松草碱,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002205,黑醋,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002204,黑磁石,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002206,黑大豆,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002207,黑大豆皮,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002209,黑豆,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=547,Function|Indication,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002212,黑果菝葜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002210,黑风藤,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002211,黑杠柳?,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002217,黑化延命草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002214,黑果茜草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002215,黑胡桃,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002208,黑大豆叶,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002213,黑果黄皮,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002216,黑化无根藤,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002218,黑姜,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002220,黑桔梗兰,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002222,黑壳楠,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002221,黑荆树,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002225,黑老虎根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002223,黑昆布,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002227,黑蚂蚁,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002226,黑曼巴,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002224,黑老虎,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002230,黑木耳,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002236,黑水翠雀,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002235,黑水翠雀,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002237,黑水缬草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002238,黑水野罂粟,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002234,黑石耳,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002229,黑毛石斛,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002233,黑色米皮糠,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002231,黑木金合欢,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002239,黑锡,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002243,黑种草,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002241,黑岩蛇根草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002244,黑子梨果寄生,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002240,黑线条藤黄,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002242,黑芝麻,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002245,横根费菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002248,衡州乌药,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002247,横沥地耳草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002250,草莓,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002253,红百合木,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002256,荭草花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002262,红豆,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002259,红椿,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002255,红草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002261,红大丽花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002264,红豆杉,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002258,红车轴草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002263,红豆蔻,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=236,Properties|Meridians,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002254,红背山麻杆,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002257,红柴胡,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002271,红果萝芙木,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002268,红根草,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002267,红粉,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=238,Properties|Meridians,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002272,红海葱,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002270,红果樫木,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002274,红海榄,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002273,红海椒,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002276,红花,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002277,红花菜豆,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002275,红旱莲,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002280,红花龙胆,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=233,Properties|Meridians,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002283,红花绿绒蒿,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002291,红鸡蛋花,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002288,红花五味子,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002286,红花槭,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002282,红花鹿蹄草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002278,红花除虫菊,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002287,红花蕊木,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002285,红花皮,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002281,红花鹿茸,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002279,红花椒,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002284,红花苗,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002290,红茴香,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002289,红花岩黄芪,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002293,红剪秋罗,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002292,红荚蒾,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002294,红景天,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=239,Indication,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002298,洪连,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=420,Properties|Meridians|Function|Indication,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002296,红筷子,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002295,红口水仙,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002302,红毛野海棠,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002301,红毛五加皮,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002300,红毛七,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002308,红皮云杉,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002303,红木,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002314,红曲,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002305,红南皮,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002304,红母鸡草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002312,红茄苳果,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002307,红牛毛刺根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002310,红七叶树,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB002311,红前胡,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
